name,classification,actor,director,score,year
武神赵子龙,"剧情,战争,古装","林更新,林允儿,贾青,邹兆龙,于荣光,赵韩樱子,孙骁骁,金桢勋,娜扎,高以翔,严屹宽",国建勇,3.3,2016
日本武士女王 Samurai Warrior Queen,纪录片,"Jessica L. Jordan,Natasha Bennett,Antony Cummins",John Wate,7.3,2015
绯弹的亚莉亚AA 緋弾のアリアAA,动画,"佐仓绫音,钉宫理惠,茅野爱衣,市道真央,悠木碧,布里德卡特·塞拉·惠美",川畑喬,5.8,2015
直击弯心 Hitting The Apex,"纪录片,运动","Jorge Lorenzo,Jose Manuel Lorenzo,Marc Marquez,Brad Pitt,Valentino Rossi,Marco Simoncelli,Casey Stoner,Dani Pedrosa",Mark Neale,8.9,2015
纪实72小时：出生高潮年 日本首席妇产科 ドキュメント72時間 出産ラッシュ！日本一の産婦人科,"纪录片,短片",,夏木マリ,8.3,2015
为她而战,真人秀,,"陆毅,鲍蕾,王岳伦,李湘,蔡少芬,张晋,陶昕然,何建泽,张庭,林瑞阳,杨威,杨云",7.9,2015
不良教育 The Bad Education Movie,喜剧,"妲露拉·莱莉,乔安娜·斯坎伦,克拉克·彼得斯,杰克·怀特霍尔,马修·豪勒,史蒂夫·斯皮尔斯,莎拉·索蕾玛尼,哈里·恩菲尔德,托尼·毛德斯雷,莱顿·威廉姆斯,史蒂夫·奥拉姆,马克·伍顿,查理·沃纳姆,妮琪·罗南克莱斯",埃利奥特·赫加蒂,5.9,2015
亲爱的苏茜 Dear Susie,"剧情,爱情,短片",,Leopoldo Caggiano,7.8,2015
终结的炽天使 特典 終わりのセラフ 終わらないセラフ,"喜剧,动画,短片","入野自由,小野贤章,中村悠一,早见沙织,冈本信彦,石川界人,井口裕香,樱井孝宏,铃木达央,藤原启治,吉野裕行,佐々木義人",青柳宏宜,7.4,2015
简爱 Jane Eyre,"剧情,爱情","迈克尔·法斯宾德,米娅·华希科沃斯卡,杰米·贝尔,莎莉·霍金斯,克雷格·罗伯兹,朱迪·丹奇",凯瑞·福永,7.4,2011
0.5毫米 0.5ミリ,剧情,"安藤樱,织本顺吉,木内みどり,土屋希望,井上竜夫,东出昌大,柳原晴郎,角替和枝,浅田美代子,坂田利夫,柄本明,草笛光子,津川雅彦",安藤桃子,8.2,2014
天生要完美,"剧情,战争","朱亚文,万茜,李佳航,杨紫,孙绍龙,洪连城,刘维,王思思,章申",刘家成,7.4,2015
听见幸福 天亮说爱你,爱情,"王传一,任容萱,李绍祥,雷瑟琳,李佳豫",陈戎晖,6.8,2015
奔跑吧有情人,"剧情,喜剧,爱情","郑恺,赵霁,钱多多,龚超,江疏影","王铮,阎安",3.7,2015
猛鬼吹灯之寻龙决,,,王子,5.0,2015
恐怖照相机,"悬疑,惊悚","王翔弘,童鑫,姚雨鑫,吴晴,唐佳成",李庆城,2.4,2015
使徒行者,"剧情,爱情,犯罪","苗侨伟,佘诗曼,林峰,沈震轩,陈敏之,江美仪,许绍雄,高海宁,梁烈唯,邓健泓,黄长兴,刘江,梁靖琪,韩马利,吕珊,苏恩磁,陈倩扬,欧瑞伟,彭怀安,李海生,李冈龙,林伟,何启南,张振朗,张国强,贝安琪,罗乐林,蔡康年",文伟鸿,8.1,2014
大脑游戏 第五季 brain games Season 5,纪录片,,,,2015
死灵编码 第二季,"科幻,动画,儿童,冒险",,有妖气,,2015
公众之敌 Public Enemies,"剧情,传记,历史,犯罪","约翰尼·德普,克里斯蒂安·贝尔,玛丽昂·歌迪亚,比利·克鲁德普,乔瓦尼·瑞比西,查宁·塔图姆,斯蒂芬·多尔夫,凯瑞·穆里根",迈克尔·曼,7.4,2009
美国之声 第九季 The Voice Season 9,"音乐,真人秀",,"布莱克·谢尔顿,亚当·莱文,格温·斯蒂芬妮,法瑞尔·威廉姆斯,卡森·戴利",7.5,2015
梵蒂冈美术馆3D The Vatican Museums 3D,纪录片,,马可·帕尼加尼,7.7,2014
爱情魔发师,"喜剧,爱情","游游,张燃,朱咪咪,黄一飞,崔浩博,王子轩,刘佳怡",倾海,3.8,2015
隐秘的访问者 은밀한 방문자,"爱情,惊悚",,,3.5,2015
人民公仆 Слуга Народа,喜剧,,Андрей Кирющенко,,2015
外出 외출,爱情,,기대호,4.2,2015
恋爱笔记 Love Note,"剧情,爱情","克雷格·比尔克,Sally Murphy,Rick Boynton,Tom Rolund,Rick Meads,Laura Donnely,Anne Whitney,Jo Lemon",Steve Grill,,1987
占领区 Okkupert Sesong 1,"剧情,惊悚","Henrik Mestad,安妮·达尔·托普,Ragnhild Gudbrandsen,茵格保加·达坤耐特,Kristin Braut-Solheim,Selome Emnetu,Daniel Rusten Larsen,维加·霍尔,Veslemøy Mørkrid","John Andreas Andersen,Erik Skjoldbjærg,Pål Sletaune,Erik Richter Strand,Eva Sørhaug",8.0,2015
新年行动 Happy New Year,"喜剧,动作,爱情,犯罪","沙鲁克·汗,迪皮卡·帕度柯妮,阿努拉格·卡施亚普,阿布舍克·巴强,阿努潘·凯尔,波曼·伊拉妮,索努·苏德,杰奇·史洛夫,维万·沙,普拉部·地伐,高瑞·汗,赛义德·汗,玛拉伊卡·阿罗拉,萨拉·简·迪亚斯,迪诺·摩瑞亚",法拉·可汗,6.7,2014
湾生回家 灣生回家,纪录片,,黄铭正,6.8,2015
卡贾基 Kajaki: The True Story,"战争,冒险","Mark Stanley,David Elliott,马拉基·卡比",Paul Katis,7.4,2014
活女丧尸夜 Night of the Living Deb,喜剧,"大卫·克鲁霍尔特兹,雷·怀斯,玛丽亚·泰耶尔,迈克尔·卡西迪,Syd Wilder",Kyle Rankin,4.4,2015
玩命快递 The Transporter,"动作,犯罪","杰森·斯坦森,舒淇,马特·斯查尔兹,弗朗索瓦·贝利昂","元奎,路易斯·莱特里尔",7.2,2002
实验者 Experimenter,"剧情,传记,历史","彼得·萨斯加德,薇诺娜·瑞德,爱德华多·巴莱里尼,吉姆·加菲根,安东尼·爱德华兹,约翰·帕拉迪诺,塔恩·曼宁,凯南·鲁兹,安东·叶利钦,约翰·雷吉扎莫,约什·汉密尔顿,丹尼斯·海斯伯特,唐尼·科沙瓦茨,沃迪·科蒂斯·霍尔,Lori Singer,艾米莉·特里梅因",米歇尔·阿米瑞亚德,7.0,2015
赎罪 贖罪,"悬疑,犯罪","小泉今日子,苍井优,小池荣子,安藤樱,池胁千鹤,森山未来,水桥研二,加瀬亮,长谷川朝晴,伊藤步,新井浩文,田中哲司,香川照之",黑泽清,6.2,2012
占水师 The Water Diviner,"剧情,战争","罗素·克劳,欧嘉·柯瑞兰寇,伊尔玛兹·艾多甘,杰姆·耶尔马兹,杰·科特尼,迪伦乔治亚兹,斯蒂夫·巴什托尼,伊莎贝尔·卢卡斯,Salih Kalyon,梅根·盖尔,瑞安·柯尔,詹姆斯·弗雷泽,本·奥图尔,杰奎琳·麦根斯,Jack Douglas Patterson",罗素·克劳,6.7,2014
从你的全世界路过,"喜剧,爱情","邓超,白百何,杨洋,张天爱,岳云鹏,杜鹃,柳岩,廖学秋,曹卫宇,汪启楠,安韩瑾,潘肖,曹涤非,朱红,刘乐思,蓝可,梁超,张爱钦,张美娥",张一白,5.3,2016
无伊娃和里昂 L'échappée Belle,剧情,"克劳迪德·埃斯曼,Florian Lemaire,克洛蒂尔·蔻洛",艾米莉·舍皮代尔,6.8,2015
出彩中国人 第二季,真人秀,,"陈涤,章骊",4.1,2015
格林 第五季 Grimm Season 5,"剧情,恐怖,奇幻",,"大卫·君图力,罗素·霍恩斯比,比茜·图诺克,塞拉斯·威尔·米切尔,萨沙·罗伊茨,雷吉·李,布丽·特纳,Claire Coffee",8.1,2015
罗生门 羅生門,"剧情,悬疑,犯罪","三船敏郎,千秋实,京町子,森雅之,志村乔",黑泽明,8.7,1950
城镇青年 TOWN WORKERS,"动画,短片","谷内启子,林雄大,城明男,山之井笃,椎名琴音,河合朗弘,山口诗史,清水由纪,LYDE,谷尾宏之,利咲",岩井俊二,8.2,2014
一个很默瑞的圣诞节 A Very Murray Christmas,"喜剧,音乐","比尔·默瑞,乔治·克鲁尼,拉什达·琼斯,麦莉·赛勒斯,玛娅·鲁道夫,朱丽叶·怀特,迈克尔·塞拉,珍妮·刘易斯,艾米·波勒",索菲亚·科波拉,5.8,2015
傲骨贤妻 第六季 The Good Wife Season 6,剧情,"朱丽安娜· 玛格丽丝,马特·朱克瑞,雅奇·潘嘉比,艾伦·卡明,马修·古迪,扎克·格雷尼尔,克里斯汀·芭伦斯基,克里斯·诺斯,迈克尔·J·福克斯,麦克·柯尔特,杰丝·威克斯勒,凯莉·吉蒂什,迈克尔·瑟沃瑞斯,弗雷德·迈拉麦德,本·拉普帕波特,史蒂文·帕斯奎尔",罗伯特·金,9.2,2014
刺青 타투,"剧情,犯罪","宋一国,尹周熙,徐英",李叙,4.9,2015
罗辑思维 第三季,,罗振宇,罗辑思维团队,8.3,2015
百鸟朝凤,剧情,"陶泽如,李岷城,嵇波,胡先煦,郑伟,迟蓬,袁中方,墨阳,张喜前,谭群,王长玲,周天羽,张双成,许还山,王芳",吴天明,8.0,2013
当我们做梦时 Als wir träumten,剧情,"乔尔·巴斯曼,露比·欧·菲,David Berton,皮特·布考斯基,Marie Luise Stahl",安德里亚斯·德里森,6.4,2015
断背山 Brokeback Mountain,"剧情,爱情,同性,家庭","希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯,安妮·海瑟薇,凯特·玛拉,兰迪·奎德,琳达·卡德里尼,安娜·法瑞丝,格拉汉姆·贝克尔,斯科特·迈克尔·坎贝尔,大卫·哈伯,Roberta Maxwell,皮特·麦克罗比",李安,8.6,2005
学会驾驶 Learning to Drive,"剧情,喜剧,爱情","本·金斯利,派翠西娅·克拉克森,萨莉塔·乔德霍里,杰克·韦伯,格蕾丝·古默,马特·塞林格,丹妮拉·拉文朵",伊莎贝尔·科赛特,7.0,2014
雏蜂,"动作,科幻,动画","山新,花泽香菜,立花慎之介","李濠凌,皇贞季 Huangzhenji",6.0,2015
猩球崛起2：黎明之战 Dawn of the Planet of the Apes,"剧情,动作,科幻","安迪·瑟金斯,杰森·克拉科,加里·奥德曼,凯丽·拉塞尔,托比·凯贝尔,柯蒂·斯密特-麦菲,柯克·埃斯沃多,尼克·瑟斯顿,泰瑞·诺塔里,卡琳·考诺娃,朱迪·格雷尔,乔恩·阿兹,恩里克·穆西安诺,拉勒米·道克·肖,李·罗斯",马特·里夫斯,7.5,2014
天涯厨王,纪录片,,大米,7.9,2015
海豚湾 The Cove,纪录片,"John Chisholm,Mandy-Rae Cruikshank,Charles Hambleton,Simon Hutchins,Kirk Krack,伊莎贝尔·卢卡斯,Richard O'Barry,海顿·潘妮蒂尔,路易·西霍尤斯",路易·西霍尤斯,9.3,2009
借枪,剧情,"张嘉译,罗海琼,张子健,颜丙燕,李依玲,涩谷天马,李乃文,王劲松","姜伟,付玮",7.4,2011
传颂之物 虚伪的假面 うたわれるもの 偽りの仮面,"剧情,动画","藤原启治,种田梨沙,加隈亚衣,水濑祈,利根健太朗",元永庆太郎,6.7,2015
谍影重重 The Bourne Identity,"动作,悬疑,冒险","马特·达蒙,弗兰卡·波坦特,克里斯·库珀,克里夫·欧文,朱丽娅·斯蒂尔斯,布莱恩·考克斯,阿德沃尔·阿吉纽依-艾格拜吉,加布里埃尔·曼,沃尔顿·戈金斯,约什·汉密尔顿,Orso Maria Guerrini",道格·里曼,8.5,2002
吹响悠风号特典：吹奏乐部的日常 響け! ユーフォニアム 映像特典 吹奏楽部の日常,"动画,短片,音乐","黑泽朋世,朝井彩加,丰田萌绘,安济知佳","石原立也,山田尚子",8.1,2015
独裁者古贺 独裁者、古賀。,剧情,"清水尚弥,村上穂乃佳,芹澤興人,臼井千晶,興裕樹,松木大輔,大出勉,杉崎佳穂,坂場元,竹本実加,細川岳,菅井知美,町田佳代,福井成明,関根航,ほりかわひろき,山口遥,須田浩章,長岡明美",飯塚俊光,5.5,2015
决斗 果し合い,,"仲代达矢,樱庭奈奈美,德永绘里,進藤健太郎,柳下大,高桥龙辉,矢岛健一,益冈徹,原田美枝子",杉田成道,8.0,2015
少年轻狂 레디 액션 청춘,"剧情,喜剧",,"KIM Jinmoo,PARK Gahee,JU Seongsu,JUNG Wonsik",5.3,2014
神乐 かぐらめ,,"武田梨奈,大杉漣,筒井真理子,黒川芽以,森岡龍,大河内奈々子,白須慶子,信太昌之,滝沢涼子,足立智允,草薙良一,瀬駒妃,朝加真由美,今井雅之,上條恒彦",奥秋泰男,4.9,2015
弦槌 ハンマーヘッド,"动画,短片","山寺宏一,林原惠美","舞城王太郎,前田真宏",8.5,2015
婉君表妹,,"唐宝云,江明,王戎,谢玲玲",李行,6.0,1965
戏剧性的一夜 극적인 하룻밤,"喜剧,爱情","尹继尚,韩艺礼,赵福来,朴孝朱,朴炳垠 ,郑秀英",河基浩,5.8,2015
贝茨旅馆 第三季 Bates Motel Season 3,"悬疑,惊悚",,"卡尔顿·库斯,Kerry Ehrin",7.8,2015
记忆的红气球,"剧情,短片",,罗景壬,8.4,2015
兔八哥之兔子快跑 Looney Tunes: Rabbits Run,"喜剧,动画,冒险","弗莱德·阿米森,杰夫·伯格曼,莫里斯·拉马奇,Rachel Ramras,吉姆·拉什,比利·维斯特",Jeff Siergey,5.9,2015
出境事务所 出境事務所,"剧情,爱情,同性,家庭","吴慷仁,黄姵嘉,林雨宣,郭鑫,柯淑勤,罗思琦,谷德刚,邱德洋,朱芷莹",许肇任,8.7,2015
蝴蝶 Mariposa,,"Ailín Salas,Javier De Pietro,Julián Infantino,Malena Villa",马可·伯格,,2015
奇异男孩 Bizarre,"剧情,惊悚,同性","皮埃尔·普里厄,Adrian James,Raquel Nave,Rebekah Underhill",Étienne Faure,5.7,2015
联合政府 Coalition,"剧情,传记","马克·加蒂斯,克里斯·拉金,唐纳德·桑普特,黛博拉·芬德莱,塞巴斯蒂安·阿梅斯托,博迪·卡维尔,李·尼古拉斯·哈里斯,玛塔·巴里奥",艾利克斯·霍姆斯,8.4,2015
混沌之子 カオスチャイルド,"剧情,动画,悬疑","松冈祯丞,上坂堇,布里德卡特·塞拉·惠美,三森铃子,仲谷明香,水濑祈,真田麻美,藤原祐規,阿部敦,原由实,菊池心,桐本琢也,くじら,志村知幸,加藤将之",神保昌登,6.2,2017
爱在天际 Love Flight รักสุดท้ายที่ปลายฟ้า,,,"普提查·克瑟辛,安苏玛琳·瑟拉帕萨默莎,Pae Daweerit,Nanon Korapat Kirdpan,Noon Sutthipha K.",5.5,2015
120,"纪录片,短片",,方天宇,,2015
维兰德 第四季 Wallander Season 4,"剧情,犯罪","肯尼思·布拉纳,杰妮·斯巴克",本·卡隆,8.7,2015
恋爱时价总额 恋の時価総額,,"田中圭,木南晴夏,中村静香,波冈一喜",波多野健,7.4,2015
校园疯骚史之舞动青春,,"彭禺厶,朱佳希,谭渤霖,王莘迪,杨虓",焦洋,3.5,2015
奥迪勒与米歇尔 Odile Et Michel,"爱情,短片","Flore Bonaventura,Antoine Gouy,Ambroise Sabbagh",Danny Sangra,6.1,2015
告白,"剧情,惊悚","松隆子,冈田将生,木村佳乃,西井幸人,桥本爱,芦田爱菜,三吉彩花,藤原薰,井之肋海,清水尚弥,高桥努,一井直树,能年玲奈,新井浩文,野本萤",中岛哲也,8.6,2010
摩登家庭 第六季 Modern Family Season 6,喜剧,"艾德·奥尼尔,索菲娅·维加拉,朱丽·鲍温,泰·布利尔,杰西·泰勒·弗格森,艾瑞克·斯通斯崔特,里克·罗德里格兹,诺兰·古德,萨拉·海蓝德,阿芮尔·温特,奥布里·安德森-埃蒙斯",贝丝·麦卡锡-米勒,9.4,2014
代号,"剧情,悬疑","乔任梁,张恒  ,祖峰,焦刚,吕星辰,武强,仁龙,吉丽",郑大圣,7.2,2015
东莞女孩,剧情,"解惠清,刘之冰,方青卓,茹萍,李歌,李卫东,梁辰羽","方义华,董振业",4.0,2015
克利夏 Krisha,"剧情,喜剧","Krisha Fairchild,Robyn Fairchild,Bill Wise,Chris Doubek,Olivia Grace Applegate,Chase Joliet",Trey Edward Shults,6.7,2015
我和我的莫顿自行车 Me and My Moulton,"动画,短片",,托里尔·科芙,7.5,2014
都柏林餐厅 第一季 Raw Season 1,"剧情,同性","Keith McErlean,利亚姆·加里根,Damon Gameau,查莲妮·麦肯纳,克里斯托弗·哈德克,Shelley Conn,Dominique McElligott,Michael Colgan,Joe Doyle","Kieron J. Walsh,David Caffrey",7.5,2008
接线员 Operator,剧情,凯特·迪基,Caroline Bartleet,8.2,2015
黑塔利亚 第6季 ヘタリア The World Twinkle,"剧情,喜剧,动画",,日丸屋秀和,8.3,2015
童话高中 第一季 Ever After High Season 1,动画,,"Amanda Berning,Malcolm Danare,伊尔琳·菲茨杰拉德,格兰特·乔治,Jonquil Goode,Marc Graue,Kate Higgins,Julie Maddalena,Rena S. Mandel,Cindy Robinson,Evan Smith,Haviland Stillwell",8.6,2013
玛丽和马克思 Mary and Max,"剧情,爱情,动画","托妮·科莱特,菲利普·塞默·霍夫曼,艾瑞克·巴纳,巴瑞·哈姆弗莱斯,贝塔尼·维特莫尔",亚当·艾略特,8.9,2009
宁静咖啡馆之歌 さいはてにて やさしい香りと待ちながら,剧情,"永作博美,佐佐木希,樱田日和,臼田麻美,尾形一成,村上淳,永濑正敏,浅田美代子",姜秀琼,7.4,2014
天魔异种 Harbinger Down,"科幻,恐怖","兰斯·亨利克森,马特·温斯顿,乔瓦尼·塞缪尔斯,里德·考勒姆斯",亚历克·吉利斯,4.0,2015
十二猴子 第一季 12 Monkeys Season 1,"剧情,科幻,悬疑,惊悚,冒险","阿曼达·舒尔,泽利科·伊万内克,亚伦·斯坦福,柯克·埃斯沃多,汤姆·诺南,香侬·卢西奥,埃米丽·汉普希尔,诺亚·比恩,Jodi Lyn Brockton,祖舒华·克洛斯,Lyriq Bent,Demore Barnes,巴巴拉·苏科瓦,Romina D'Ugo,Ricky Wayne",杰弗里·莱纳,7.2,2015
奇怪的她 수상한 그녀,"喜剧,奇幻","沈恩京,罗文姬,朴仁焕,李阵郁,郑真英,成东日,金秀贤",黄东赫,8.3,2014
超体 Lucy,"动作,科幻","斯嘉丽·约翰逊,摩根·弗里曼,崔岷植,阿马尔·维克德,朱利安·林希德-图特,皮鲁·埃斯贝克,安娜丽·提普顿,詹·奥利弗·施罗德,弗雷德里克·周,克莱尔·陈,塞德里克·舍瓦姆,邵斯凡,保罗·陈,林暐恒",吕克·贝松,7.0,2014
Tales from the Organ Trade,纪录片,,Ric Esther Bienstock,,2013
日本的天空下 この国の空,"剧情,战争","二阶堂富美,长谷川博己,富田靖子,利重刚,上田耕一,石桥莲司,奥田瑛二,工藤夕贵",荒井晴彦,6.9,2015
亚洲巨大遗迹 アジア巨大遺跡,,,杏 Anne,7.9,2015
X战警3：背水一战 X-Men: The Last Stand,"动作,科幻,惊悚","休·杰克曼,哈莉·贝瑞,伊恩·麦克莱恩,帕特里克·斯图尔特,法米克·詹森,安娜·帕奎因,凯尔希·格兰莫,詹姆斯·麦斯登,丽贝卡·罗梅恩,肖恩·阿什莫,艾伦·佩吉,本·福斯特,亚伦·斯坦福",布莱特·拉特纳,7.5,2006
国界,剧情,"金兰熙,柳光荣",朴成镇,7.2,2015
变形金刚2 Transformers: Revenge of the Fallen,"动作,科幻","希亚·拉博夫,梅根·福克斯,乔什·杜哈明,雨果·维文,伊莎贝尔·卢卡斯,约翰·特托罗",迈克尔·贝,7.6,2009
梦滨城 Moonbeam City,动画,"伊丽莎白·班克斯,罗伯·劳,威尔·福特","Mark Brooks,Juno Lee",7.9,2015
热浴盆时光机2 Hot Tub Time Machine 2,喜剧,"亚当·斯科特,吉莉安·雅各布斯,切维·切斯,科莱特·沃夫,托马斯·列农,Mariana Paola Vicente,克拉克·杜克,克雷格·罗宾森,罗伯·考德瑞,安吉拉·克勒科兹,Christine Bently,Vanessa Amaya,杰森·琼斯,Bianca Haase,Melorine Adler",斯蒂夫·平克,4.7,2015
中国汉字听写大会 第三季,脱口秀,,关正文,8.0,2015
麻辣隔壁·肆,喜剧,"安宁,汪小壹,邢冬冬,邵庄,杨羽",杨羽,7.0,2015
光之使命 Golden shot,动画,,Gökalp Gönen,,2015
"罗辑思维""时间的朋友2015""跨年演讲",脱口秀,罗振宇,罗振宇,8.6,2015
杰尼斯跨年演唱会2015-2016 ジャニーズ カウントダウン2015-2016,"音乐,歌舞",,"东山纪之,TOKIO,V6,KinKi Kids,嵐,タッキー＆翼,NEWS,関ジャニ∞,KAT-TUN,Hey! Say! JUMP,Kis-My-Ft2,Sexy Zone,A.B.C-Z,中山優馬,ジャニーズWEST",9.3,2015
炙热的兔子 Chaud lapin,"动画,短片",,"Flora Andrivon,Maël Berreur,Soline Béjuy,Géraldine Gaston,Alexis Magaud",,2015
整人大赏2015 うわっ!ダマされた大赏 2015,"喜剧,真人秀",,"内村光良,堀北真希,广濑铃,土屋太凤,松冈昌宏,羽鸟慎一,水卜麻美",7.6,2015
机动战士高达：雷霆宙域 機動戦士ガンダム サンダーボルト,"科幻,动画,战争","中村悠一,木村良平,行成とあ,大原沙耶香,平川大辅,咲野俊介,佐佐木睦,土田大",松尾衡,9.0,2015
鬼同你OT,"喜剧,奇幻","陈豪,田蕊妮,胡定欣 ,朱咪咪,敖嘉年,关礼杰,杨秀惠,赵永洪",徐正康,6.2,2015
正义联盟：神明与怪物编年史 第一季 Justice League: Gods and Monsters Chronicles Season 1,"动作,动画,冒险","塔拉·斯特朗,乔什·基顿,本杰明·布拉特,迈克尔·C·豪尔,帕姬·布鲁斯特,塔玛拉·泰勒,塔莫·潘尼凯,Daniel Hagen,布鲁斯·托马斯,Penny Johnson Jerald",布鲁斯·提姆,8.8,2015
超级特务 びったれ!!!,,"田中圭,森宽和,国広冨之",吉田康弘,,2015
伪造者 The Forger,"剧情,惊悚,犯罪","约翰·特拉沃尔塔,詹妮弗·艾莉,安松·蒙特,克里斯托弗·普卢默,阿比盖尔·斯宾赛,泰伊·谢里丹,特拉维斯·阿隆·韦德,马库斯·托马斯,琳登·史密斯,维克多·高佳卡",菲利普·马丁,6.1,2014
食戟之灵 OVA 塔克米下町之战 食戟のソーマ OVA タクミの下町合戦,"动画,短片","小野友树,花江夏树",米たにヨシトモ,7.1,2015
